Host Id,Host Name,Id,Last Review,Name,Neighbourhood,Neighbourhood Group,Reviews Per Month,Room Type,Availability 365,Calculated Host Listings Count,Latitude,Longitude,Minimum Nights,Number Of Reviews,Price,Reviews_Per-Month_Final
2666466,Javier,28381581,6/18/2019,Huge Room in Upper West close to Columbia & Subway,Morningside Heights,Manhattan,4.16,Private room,38,1,40.80439,-73.96393,4,37,130,4.16
49804236,JoAnn,28385105,6/10/2019,30 day min days-entire apt minutes to Manhattan!,Sunnyside,Queens,0.44,Entire home/apt,109,1,40.74707,-73.9235,30,3,80,0.44
214298769,Megan,28385354,6/9/2019,The Green Room: Fun Private Room for Fun Families!,Cypress Hills,Brooklyn,0.92,Private room,330,1,40.67865,-73.89241,1,9,100,0.92
6892946,Danite,28385896,11/19/2018,Room w Roof in Trendy Renovated E Williamsburg Apt,Williamsburg,Brooklyn,0.21,Private room,0,1,40.70568,-73.94282,10,2,70,0.21
214304954,Milly & George,28386112,6/30/2019,Spacious 2 BR. Ridgewood Apt.,Glendale,Queens,1.31,Entire home/apt,361,1,40.6934,-73.8951,2,12,160,1.31
30185638,Nima,28386154,6/18/2019,Charming Bedroom in Brooklyn Navy Yard,Fort Greene,Brooklyn,2.91,Private room,240,1,40.69633,-73.97215,5,29,85,2.91
22685487,Elireth,28387362,10/1/2018,Private room for rent,Elmhurst,Queens,0.4,Private room,324,2,40.72946,-73.88054,2,4,45,0.4
19484041,Qasim,28388724,3/26/2019,Huge bedroom in Williamsburg [Prime Location],Williamsburg,Brooklyn,0.81,Private room,0,1,40.71272,-73.94104,1,8,71,0.81
203564743,Angel,28389715,6/17/2019,Entire 3 bedroom apartment in best location.,Long Island City,Queens,3.32,Entire home/apt,238,1,40.75651,-73.93441,3,31,170,3.32
23120620,Jackie,28389754,5/20/2019,Affordable comfy room in Fresh Meadows,Flushing,Queens,0.52,Private room,90,5,40.73862,-73.80808,1,2,65,0.52
188498431,Han,28389771,7/1/2019,3. Beautiful and clean room only 20ms to Manhattan,Sunnyside,Queens,1.95,Private room,356,6,40.73825,-73.92387,2,19,65,1.95
214332639,Gina,28389772,7/7/2019,Private Studio in Astoria- 25 min. to Midtown,Ditmars Steinway,Queens,2.92,Entire home/apt,36,1,40.78105,-73.91435,1,27,100,2.92
2907609,Daniel,28390400,,Beautiful bedroom off the L train Lorimer stop,Williamsburg,Brooklyn,,Private room,0,1,40.71451,-73.95068,5,0,70,0
49568280,Hakan,28390924,,Comfortable rooms 15 minutes to Manhattan,Ditmars Steinway,Queens,,Private room,177,3,40.77699,-73.91354,1,0,95,0
214347105,Roman,28391441,5/19/2019,"Midtown 2Bed  1.5Bath Luxury Full Kitchen, Balcony",Midtown,Manhattan,2.36,Entire home/apt,326,8,40.75224,-73.96526,3,23,449,2.36
185889529,Michelle,28391512,6/29/2019,ELEXEY'S COMFORT.. room is located on the 3rd fl.,St. Albans,Queens,5.1,Private room,358,3,40.69898,-73.75518,1,51,50,5.1
80478684,Joe,28391618,7/1/2019,Maspeth Queens Apartment,Maspeth,Queens,2.91,Entire home/apt,309,2,40.72664,-73.89294,2,19,150,2.91
73445711,Terrence And Teresa,28392603,7/1/2019,Brooklyn Historical Townhouse,Bedford-Stuyvesant,Brooklyn,4.19,Entire home/apt,170,1,40.68104,-73.93776,2,37,101,4.19
214329835,Rita,28400092,5/6/2019,Private Bedroom Minutes To Manhattan,Ditmars Steinway,Queens,0.23,Private room,74,2,40.77882,-73.90935,2,2,69,0.23
196036532,Natalie,28403499,3/14/2019,NY Style by the Metro and St. john's University.,Jamaica Estates,Queens,0.66,Private room,65,1,40.71959,-73.78849,1,6,57,0.66
2236212,Iva,28404814,6/9/2019,Stylish & dreamy brooklyn loft,Bedford-Stuyvesant,Brooklyn,1.2,Entire home/apt,179,2,40.67895,-73.93641,3,11,190,1.2
7963207,Michael,28406352,6/26/2019,Mikey's,West Village,Manhattan,0.83,Entire home/apt,83,1,40.73659,-74.00495,3,8,325,0.83
214464499,Mel,28406990,7/6/2019,Cozy apartment in trendy financial district,Financial District,Manhattan,0.81,Entire home/apt,0,1,40.70498,-74.00992,1,8,200,0.81
5176117,Jessica,28407129,3/31/2019,East Village/Noho home with private deck,East Village,Manhattan,0.52,Entire home/apt,63,1,40.72749,-73.98994,1,2,250,0.52
162848296,Fengxiang,28407992,6/1/2019,"Entire 2BR apartment, your home away from home",Graniteville,Staten Island,1.01,Entire home/apt,0,1,40.62301,-74.16558,4,7,71,1.01
17760140,Amo,28408938,5/31/2019,Gorgeous loft  with stunning view : Williamsburg,Williamsburg,Brooklyn,0.21,Entire home/apt,4,1,40.71801,-73.95573,4,2,190,0.21
214480354,Alex,28408961,10/9/2018,French Riviera,Upper West Side,Manhattan,0.21,Private room,0,1,40.79876,-73.96053,3,2,109,0.21
97658205,John Drue,28409021,10/5/2018,Artist’s Retreat,Bushwick,Brooklyn,0.53,Private room,0,1,40.70023,-73.92487,1,5,35,0.53
214483712,Christina,28409283,,Staten Island Townhouse,Bull's Head,Staten Island,,Private room,89,3,40.59448,-74.16388,10,0,40,0
88982022,Timothy,28409399,12/30/2018,Affordable Studio for First-Time Travelers to NYC,Upper East Side,Manhattan,1.56,Private room,0,1,40.77878,-73.95694,1,15,130,1.56
109378554,Adele,28409473,6/12/2019,CoZy room with your own bathroom/entrance in UES!,Upper East Side,Manhattan,3.21,Private room,75,1,40.77016,-73.95632,2,32,149,3.21
108902280,Guadalupe,28410723,6/23/2019,Entire Apartment in Greenwood,Sunset Park,Brooklyn,2.63,Entire home/apt,173,1,40.65929,-73.99441,2,26,59,2.63
22685487,Elireth,28411594,6/6/2019,Private room for rent!,Elmhurst,Queens,0.31,Private room,324,2,40.72962,-73.88053,2,3,45,0.31
14234166,Peter,28411657,6/17/2019,"Your Brooklyn Getaway, King sized bed in neat room",Ridgewood,Queens,3.95,Private room,74,2,40.70552,-73.91476,1,39,70,3.95
214483779,Jany,28411950,10/28/2018,Large & Bright Bedroom in Astoria,Astoria,Queens,0.42,Private room,164,1,40.76296,-73.92571,2,4,75,0.42
20161085,Lloyd,28412322,7/4/2019,Kozy Klean Kwiet,Jamaica,Queens,3.21,Private room,57,1,40.68588,-73.76315,2,31,120,3.21
12926593,Catarina,28412831,6/30/2019,West village bright dream location room,West Village,Manhattan,1,Private room,15,3,40.73117,-74.00232,2,1,126,1
7799229,Artem,28414122,6/13/2019,3 Bedroom Artsy Apartment. Best Deal in Brooklyn.,Williamsburg,Brooklyn,3.08,Entire home/apt,271,2,40.71567,-73.95831,2,28,207,3.08
44090067,Khaula,28415700,7/5/2019,Cozy Bedroom in Williamsburg - 5 min from L train,Williamsburg,Brooklyn,4.33,Private room,8,1,40.71623,-73.94328,1,30,70,4.33
58234433,Martin,28417682,6/3/2019,Great private room in Sunnyside NYC 7 min Subway,Sunnyside,Queens,1.1,Private room,319,8,40.73587,-73.92027,1,11,90,1.1
214424497,Michelle,28418722,7/7/2019,"Apartment  minutes away from JFK, LGA, CitiField",St. Albans,Queens,3.47,Entire home/apt,259,1,40.70454,-73.7656,1,32,64,3.47
11728318,John,28422482,6/30/2019,Chateau Greenpoint Dog Lovers,Greenpoint,Brooklyn,2.69,Private room,95,1,40.72624,-73.94285,2,24,40,2.69
214311765,Sophie And Linda,28423989,6/19/2019,⭐3 BR Sleep 8 A+ Location by Shops + Subway to NYC,Elmhurst,Queens,3.83,Entire home/apt,298,1,40.73655,-73.87892,2,29,300,3.83
214586580,Tina,28424657,1/8/2019,Nice Room,Astoria,Queens,1.92,Private room,184,1,40.7708,-73.92686,30,19,55,1.92
214416012,James,28426648,7/1/2019,Minimalist Loft  Luxury in Soho,SoHo,Manhattan,3.88,Entire home/apt,90,1,40.72345,-73.99943,2,36,800,3.88
214141672,Monica,28427324,9/19/2018,New york Multi-unit building,Astoria,Queens,0.1,Private room,362,1,40.76466,-73.92731,1,1,120,0.1
214611101,Myra,28428225,6/28/2019,"Studio Rm in Bklyn,  Medical & Professionals ONLY",Kensington,Brooklyn,1,Private room,74,4,40.63662,-73.97612,30,1,66,1
16624745,Katie,28428327,5/13/2019,Private Sunny Room  — Murray Hill NYC,Murray Hill,Manhattan,1.7,Private room,58,3,40.74721,-73.97398,1,12,100,1.7
137358866,Kazuya,28428636,5/30/2019,Room for easy commute. Near train & essentials!,Elmhurst,Queens,0.39,Private room,247,103,40.74345,-73.87901,30,2,38,0.39
214620702,Ashley And Cayla,28429572,6/23/2019,RE:GEN:CY,Red Hook,Brooklyn,0.64,Entire home/apt,179,1,40.67864,-74.00546,1,6,750,0.64
19414064,Declan,28429583,,Dream East Village apartment.,East Village,Manhattan,,Entire home/apt,0,1,40.72617,-73.98869,3,0,225,0
76232256,Natalia,28430186,6/21/2019,Gorgeous Artists'  loft ★ Prime location,Williamsburg,Brooklyn,1.32,Private room,221,1,40.71736,-73.95361,3,13,99,1.32
66837596,Yoo MI,28430639,7/5/2019,"Waterfront Apt, Private bed&bath in Williamsburg",Williamsburg,Brooklyn,1.96,Private room,234,2,40.72015,-73.96403,3,18,110,1.96
157703622,John,28431690,2/23/2019,"Brand New Luxury Apartment, Tons of Outdoor Space",Lower East Side,Manhattan,0.23,Entire home/apt,188,2,40.71821,-73.98914,30,2,225,0.23
55004447,Olga,28431734,1/8/2019,Bright 2- Room apartment in a house next to train.,Arden Heights,Staten Island,0.71,Private room,0,1,40.54312,-74.17388,2,7,41,0.71
2770596,Emilio,28432700,12/26/2018,Large one bedroom Apartment in Ditmas Park,Flatbush,Brooklyn,0.31,Entire home/apt,231,2,40.63813,-73.96592,5,3,120,0.31
147762665,Jose,28433202,7/5/2019,Great value! Private room Queen size Couch bed,Wakefield,Bronx,1.42,Private room,332,3,40.88688,-73.85848,1,14,37,1.42
5144567,Yun,28433844,6/25/2019,AC Hotel New York Downtown-7 Nights Min,Financial District,Manhattan,0.97,Private room,349,13,40.70999,-74.011,7,9,179,0.97
188498431,Han,28436764,7/6/2019,5. Beautiful Clean room just 20mnts to Manhattan,Sunnyside,Queens,1.84,Private room,342,6,40.73773,-73.92227,2,15,75,1.84
48084892,Megan,28436953,3/26/2019,Sunny Private Room near the Montrose L,Williamsburg,Brooklyn,0.85,Private room,0,1,40.70859,-73.94297,3,8,63,0.85
188498431,Han,28436992,7/5/2019,7. Beautiful Clean room just 20mnts to Manhattan,Sunnyside,Queens,1.49,Private room,341,6,40.73939,-73.92308,2,13,65,1.49
214678935,Kin,28437372,6/28/2019,Newly renovated private room w/ view! 5mins to N/R,Sunset Park,Brooklyn,3.1,Private room,361,3,40.64689,-74.01401,1,31,55,3.1
131705586,Freddy,28437554,6/5/2019,New York roomers,Fort Greene,Brooklyn,3.59,Private room,329,2,40.69379,-73.97111,1,36,67,3.59
3964276,Steve,28437669,12/30/2018,Two-Story 2BR/2BA East Village Apartment!,East Village,Manhattan,0.65,Entire home/apt,0,1,40.72447,-73.98821,3,6,255,0.65
188498431,Han,28437754,7/1/2019,8. Beautiful clean room 20mnts to Manhattan,Sunnyside,Queens,2.8,Private room,355,6,40.73894,-73.92288,2,26,65,2.8
214683117,Glenis,28438004,1/1/2019,Large Harlem 3 bed 2 bath,Harlem,Manhattan,0.2,Entire home/apt,0,1,40.81249,-73.94957,2,2,325,0.2
214347105,Roman,28438216,5/22/2019,2BED Close UN Location full Kitchen Free Breakfast,Midtown,Manhattan,0.83,Entire home/apt,339,8,40.75282,-73.96688,3,8,389,0.83
18007776,Tyler,28438408,4/28/2019,The Artist's House & Roof Garden (part 2!),Prospect-Lefferts Gardens,Brooklyn,0.84,Private room,34,4,40.65518,-73.95664,20,7,40,0.84
10164435,Stella,28438751,5/1/2019,Private room NYC near LGA JFK Manhattan centre,Astoria,Queens,5.38,Private room,52,3,40.75726,-73.92812,1,49,44,5.38
18007776,Tyler,28438882,4/13/2019,The Artist's House & Roof Garden (part 3!),Prospect-Lefferts Gardens,Brooklyn,0.27,Private room,37,4,40.6569,-73.95728,1,2,40,0.27
210970608,Lucy,28439263,,"10BR 6 full Bath, 3 story, entire landmark house",Crown Heights,Brooklyn,,Entire home/apt,226,5,40.6692,-73.95054,3,0,785,0
2740709,Cathal,28439572,9/16/2018,Amazing Soho Apartment,SoHo,Manhattan,0.1,Entire home/apt,7,1,40.72615,-74.00325,4,1,285,0.1
20480351,David,28440536,6/20/2019,Chelsea Cabin,Chelsea,Manhattan,2.4,Entire home/apt,42,1,40.7404,-73.99485,3,21,200,2.4
60787,Greg,28440683,4/3/2019,Modern guest suite in historic home,Bedford-Stuyvesant,Brooklyn,0.44,Entire home/apt,0,1,40.6816,-73.93282,5,4,75,0.44
2757243,Matthew,28441716,5/26/2019,"XL Studio: great view, minutes from Times Square",Hell's Kitchen,Manhattan,0.64,Entire home/apt,4,1,40.7557,-73.99337,2,6,230,0.64
1820586,Lizania,28443430,5/25/2019,Beautiful Full-size Studio in Classic Brownstone,Bedford-Stuyvesant,Brooklyn,0.44,Entire home/apt,14,1,40.68279,-73.94805,7,4,80,0.44
190921808,John,28452001,6/12/2019,Cozy private bedroom near Times Square 31C1,Hell's Kitchen,Manhattan,0.59,Private room,352,47,40.75417,-73.99578,7,5,99,0.59
213208277,Darry,28453441,6/14/2019,BP- STYLISH SHARED Room 2ppl 10 MINS TO MANHATTAN,Borough Park,Brooklyn,1,Shared room,365,8,40.64314,-73.99221,5,7,30,1
29452152,Lore,28454118,4/13/2019,Amazing sunny Williamsburg apt!,Williamsburg,Brooklyn,0.53,Entire home/apt,1,1,40.70807,-73.95681,4,5,145,0.53
3334537,Jolie,28456148,6/28/2019,Sunny cozy 1 bedroom- Designer’s home,Bedford-Stuyvesant,Brooklyn,0.93,Entire home/apt,132,1,40.68471,-73.93763,4,9,150,0.93
213816392,DuChess,28456453,7/6/2019,Celebrity Home 15 mins to jfk & lga,Queens Village,Queens,3.99,Private room,163,3,40.70762,-73.74366,1,38,41,3.99
156547988,Minying,28456602,6/14/2019,靠近机场交通方便明亮大房间#3,Ozone Park,Queens,0.5,Private room,334,4,40.67743,-73.84941,1,5,65,0.5
3740621,Jonathan,28458448,6/3/2019,The Come On Inn,Harlem,Manhattan,4.26,Private room,66,2,40.81465,-73.94265,1,40,150,4.26
139135,Lisa,28459032,12/28/2018,Modern Alcove Apartment,Kips Bay,Manhattan,0.29,Entire home/apt,0,1,40.74197,-73.98012,7,2,145,0.29
3771945,Lindsay,28459635,5/4/2019,Huge Brooklyn Bedroom,Bedford-Stuyvesant,Brooklyn,0.32,Private room,0,1,40.69585,-73.93335,2,3,50,0.32
15631610,Jesse,28460904,5/25/2019,"Huge Artist’s Loft in Red Hook, Brooklyn",Red Hook,Brooklyn,1.67,Entire home/apt,0,1,40.67918,-74.00568,3,16,185,1.67
65827591,Nubia,28461232,11/11/2018,Beuty full  bedroom  Queens size bed,Maspeth,Queens,0.43,Private room,254,3,40.73591,-73.90013,2,4,65,0.43
82736848,Courtney,28461316,1/1/2019,2 bedroom/1 bathroom next to Columbia University,Morningside Heights,Manhattan,0.21,Entire home/apt,0,1,40.81214,-73.96488,2,2,150,0.21
58234433,Martin,28461528,6/23/2019,NEW! New York City Apartment  7 min walk to Metro!,Sunnyside,Queens,1.71,Entire home/apt,267,8,40.7359,-73.9187,1,15,260,1.71
63659318,Kerem,28462562,6/28/2019,Prime New York Upper East Side 1 Bedroom Apartment,Upper East Side,Manhattan,1.76,Entire home/apt,70,1,40.76976,-73.94956,2,17,125,1.76
169773010,Petrina,28462738,6/30/2019,COZY STUDIO Upper West Side,Upper West Side,Manhattan,8.72,Entire home/apt,22,1,40.78471,-73.9716,1,86,199,8.72
214859918,Edna,28462811,6/24/2019,Bronx Home 5 Minute walk from Yankee Stadium,Concourse,Bronx,3.07,Private room,161,1,40.82228,-73.92783,1,28,45,3.07
214863971,Elenora And Jason,28463327,5/30/2019,"Humble Abode - CLEAN, SAFE, AFFORDABLE.",Flatlands,Brooklyn,2.84,Private room,38,2,40.6211,-73.92651,2,28,37,2.84
182425491,Brian,28463654,6/2/2019,Chelsea's best kept secret,Chelsea,Manhattan,0.93,Entire home/apt,357,1,40.75151,-73.99725,3,9,500,0.93
31770868,Tae,28464119,6/21/2019,Private Room 2,Theater District,Manhattan,5.15,Private room,169,2,40.76102,-73.98677,1,51,100,5.15
11320557,Bojan,28464743,6/26/2019,Private bedroom with great location,Chinatown,Manhattan,4.32,Private room,6,1,40.71624,-73.99995,2,35,100,4.32
44260966,Alicia,28464767,6/10/2019,NY PRIVATE BEDROOM QUEEN BED BY 6 TRAIN NO CURFEW,Soundview,Bronx,2.54,Private room,109,3,40.83088,-73.86492,2,23,42,2.54
25237492,Juliana,28464787,,LUNA 2BR SUITE by COLUMBIA-PRESBYTERIAN HOSP.,Washington Heights,Manhattan,,Entire home/apt,295,34,40.84241,-73.94087,30,0,65,0
24833181,Andres,28464829,7/5/2019,Great cosy Studio. Just perfect.,Bedford-Stuyvesant,Brooklyn,4.51,Entire home/apt,208,2,40.69488,-73.94983,1,44,85,4.51
214888995,Adama,28466730,7/6/2019,Akouaba,Belmont,Bronx,5.17,Private room,325,1,40.85267,-73.88627,2,51,50,5.17
27661888,Inho,28467737,7/7/2019,Midtown Manhattan - 3BR/1BA near Empire State,Murray Hill,Manhattan,4.43,Entire home/apt,46,1,40.74734,-73.98049,2,40,575,4.43
123567556,Sean,28467973,6/23/2019,NYC Penthouse Private Bedroom & Balcony w/ Skyline,Crown Heights,Brooklyn,5.4,Private room,173,2,40.67596,-73.93201,1,9,85,5.4
179773675,Megan,28468184,,Affordable Large Bushwick Room with a View,Bedford-Stuyvesant,Brooklyn,,Private room,0,1,40.68517,-73.91736,4,0,60,0
82975282,Evyiatar,28471510,,"Looking for low key, clean long term guest .",Bayswater,Queens,,Private room,312,2,40.60484,-73.76871,30,0,52,0
137358866,Kazuya,28477383,5/11/2019,Spacious RM in Quiet Area near LGA & MNHTN express,Woodside,Queens,0.5,Private room,269,103,40.74301,-73.89458,30,2,50,0.5
200380610,Pranjal,28483408,,DOORMAN/ GYM/ MODERN 2 BR ON EAST 52ND ST,Midtown,Manhattan,,Entire home/apt,364,65,40.7551,-73.96507,30,0,385,0
178011115,Mohammed,28483571,6/9/2019,Brand New Beautiful Home (25 min to Manhattan),Maspeth,Queens,3.52,Entire home/apt,280,1,40.74113,-73.90118,4,31,166,3.52
188498431,Han,28484028,6/23/2019,9.Clean Bed just 20 mnts to Manhattan,Sunnyside,Queens,1.96,Shared room,344,6,40.73892,-73.92397,2,18,39,1.96
13538150,Mariana,28484124,6/26/2019,Modern & Hip 1 bed apt Manhattan,Hell's Kitchen,Manhattan,1,Entire home/apt,8,1,40.77054,-73.99305,2,1,97,1
1327520,Christa,28484811,9/29/2018,Spacious Brooklyn Oasis,Bedford-Stuyvesant,Brooklyn,0.3,Entire home/apt,0,1,40.69357,-73.94971,1,3,200,0.3
73538984,Kesha,28485500,11/24/2018,Brownstone Garden Style Apt in Historic Bedstuy,Bedford-Stuyvesant,Brooklyn,1.25,Entire home/apt,0,1,40.68618,-73.94367,2,12,155,1.25
47239386,Eliran,28486770,10/15/2018,Williamsburg Nest: Your Home Away From Home,Williamsburg,Brooklyn,0.32,Entire home/apt,16,1,40.71671,-73.95064,4,3,220,0.32
50921439,Patrick,28487528,1/2/2019,Large sunny private queen bedroom - S Williamsburg,Williamsburg,Brooklyn,0.32,Private room,0,1,40.70985,-73.96435,4,3,75,0.32
44755507,Michael,28488070,,Designer 3 Bedroom Heart of Bushwick 15min to NYC,Bushwick,Brooklyn,,Entire home/apt,330,2,40.69482,-73.92493,30,0,140,0
20104851,Scott,28489062,6/25/2019,Cozy 2 Bedroom by the Park !,South Slope,Brooklyn,3.01,Entire home/apt,67,1,40.66595,-73.97973,4,22,195,3.01
39477098,Elisha,28490526,6/26/2019,Authentic Brooklyn Brownstone - Garden Unit,Crown Heights,Brooklyn,4.55,Entire home/apt,139,1,40.67205,-73.94853,3,25,125,4.55
114249746,Jeff,28491645,6/2/2019,Private room woodside close to all transportations,Woodside,Queens,5.39,Private room,45,1,40.75249,-73.90041,1,53,45,5.39
215073823,William,28492753,4/22/2019,New York City 4 Room Suite at The Manhattan Club,Midtown,Manhattan,0.53,Private room,0,1,40.76534,-73.98096,1,4,425,0.53
117027456,Madeleine,28493404,6/30/2019,Brand new Loft 2 blocks away from train w/ parking,East New York,Brooklyn,4.1,Entire home/apt,122,1,40.67001,-73.88339,1,34,90,4.1
61330869,Carine,28493933,5/5/2019,Prime Location Private Room in a Williamsburg,Williamsburg,Brooklyn,0.62,Private room,0,1,40.70803,-73.96142,1,6,95,0.62
5970733,Michelene,28494807,7/1/2019,"Upper West Side, NYC. Near 72nd 1,2,3",Upper West Side,Manhattan,2.12,Entire home/apt,18,1,40.77953,-73.98421,2,17,100,2.12
215034605,Erasmo,28495328,1/1/2019,Good place to stay NYC,Ditmars Steinway,Queens,1.42,Private room,0,1,40.76932,-73.90113,3,14,100,1.42
3158797,Drea,28496792,,Huge Private Suite-Style Bedroom by Prospect Park,Windsor Terrace,Brooklyn,,Private room,174,1,40.65209,-73.97376,14,0,50,0
9130040,Candace,28497028,5/19/2019,Heights V,East Flatbush,Brooklyn,0.59,Private room,365,6,40.66148,-73.93408,1,1,89,0.59
215127571,Anthony,28500619,7/5/2019,Brooklyn Tree House,Williamsburg,Brooklyn,2.62,Entire home/apt,30,1,40.71859,-73.95202,3,25,400,2.62
302885,Hattie Grace,28501387,1/22/2019,Huge Soho Loft,SoHo,Manhattan,0.45,Entire home/apt,0,3,40.72381,-74.00183,4,4,403,0.45
215161436,Sam,28506359,6/25/2019,"2 Bdrm Central Park-Convenient, Clean, Near Metro",Upper West Side,Manhattan,3.67,Entire home/apt,319,1,40.80014,-73.96039,4,17,325,3.67
8834412,Deborah,28506595,,Cute Room,Longwood,Bronx,,Private room,364,2,40.81232,-73.90299,3,0,100,0
1604815,Meng,28507308,6/1/2019,Luxury Apt with perfect location and views,Upper West Side,Manhattan,1.38,Entire home/apt,7,1,40.77902,-73.98709,10,13,135,1.38
215183568,Matilde,28509709,3/26/2019,Bronx Apartment College Ave,Claremont Village,Bronx,2.07,Private room,3,1,40.83739,-73.91118,1,20,26,2.07
57812046,Dave + Suzanne,28510048,7/3/2019,NYC Spacious 6 Br Victorian Home w/ parking,Flatbush,Brooklyn,1.05,Entire home/apt,18,2,40.63848,-73.96572,3,2,330,1.05
215189782,Bianca,28510491,5/30/2019,Clean + Cozy Room-Please Read All Details,Hell's Kitchen,Manhattan,0.83,Private room,332,1,40.76825,-73.98743,3,8,200,0.83
67987135,Siyi,28510832,4/22/2019,Private 2 BR apartment near train,Bedford-Stuyvesant,Brooklyn,0.86,Entire home/apt,118,9,40.69105,-73.93723,1,8,139,0.86
67391192,Chris,28512918,5/17/2019,"Comfortable, Queen Bedroom in East Williamsburg",Williamsburg,Brooklyn,0.91,Private room,4,1,40.70898,-73.94116,2,9,50,0.91
1381000,Diana,28513148,5/12/2019,"Lovely Studio - Heart of Carroll Gardens, Brooklyn",Gowanus,Brooklyn,0.23,Entire home/apt,0,1,40.68077,-73.98983,2,2,125,0.23
215209489,Leah,28513450,3/16/2019,Cozy 3 Bedroom in the heart of NYC,Hell's Kitchen,Manhattan,0.26,Entire home/apt,331,1,40.76088,-73.98971,30,1,350,0.26
108249932,Yngrid And Jiovanni,28513774,6/30/2019,Cozy 2 Bedroom Apt w/ Patio & Hot Tub near Trains,East New York,Brooklyn,2.89,Entire home/apt,285,2,40.6757,-73.88925,3,22,175,2.89
37412692,Kim,28513853,,Spacious Studio - 5 Mins from Times Square.,Midtown,Manhattan,,Entire home/apt,362,4,40.76539,-73.98329,30,0,169,0
12715154,Leo,28514974,5/15/2019,"Great room in hip, but quiet Williamsburg, BKLYN.",Williamsburg,Brooklyn,0.32,Private room,212,2,40.72032,-73.94561,7,2,130,0.32
124155350,Anna,28515078,1/2/2019,Minimalist Oasis/ Condo,Harlem,Manhattan,0.76,Entire home/apt,0,1,40.82778,-73.94995,2,7,150,0.76
71219887,Christina,28517276,6/23/2019,Luxury Studio & Private Patio - NYC in 20 minutes!,Bushwick,Brooklyn,1.18,Entire home/apt,4,1,40.69062,-73.92265,2,10,120,1.18
215239210,Brit,28517278,6/21/2019,Williamsburg Brooklyn Apartment,Williamsburg,Brooklyn,1.45,Entire home/apt,2,1,40.71528,-73.94331,2,14,150,1.45
127250744,Steven,28518320,6/22/2019,Beautiful Brooklyn Brownstone in Prime Location,Carroll Gardens,Brooklyn,0.53,Entire home/apt,5,1,40.68036,-73.99247,3,4,180,0.53
215257373,Erica,28519623,7/5/2019,clean& airy in Brooklyn w/private bathroom and AC!,Williamsburg,Brooklyn,7.34,Private room,55,1,40.71601,-73.93962,1,71,105,7.34
214184351,Bladimil,28519821,3/1/2019,"Cute Clean &  Quaint , 40 minutes away from. City",Bushwick,Brooklyn,0.31,Private room,365,1,40.69855,-73.91394,3,2,63,0.31
215259606,Kennyd,28520092,6/27/2019,2BR APT NEXT TO CENTRAL PARK & TIMES SQUARE,Hell's Kitchen,Manhattan,6.31,Entire home/apt,154,1,40.76542,-73.98754,1,61,300,6.31
1755123,Franco,28520183,5/3/2019,"Large, brand new Williamsburg apt. w/ prvt outdoor",Williamsburg,Brooklyn,0.5,Entire home/apt,0,1,40.71543,-73.95421,2,4,70,0.5
120378725,Olena,28521841,9/27/2018,Colorful and central Gramercy apartment,Kips Bay,Manhattan,0.21,Entire home/apt,0,1,40.73826,-73.98028,2,2,250,0.21
215277711,Aaron,28522394,,The Spot,Van Nest,Bronx,,Entire home/apt,365,1,40.83988,-73.86978,1,0,300,0
202823080,Marissa,28525440,4/3/2019,Art & Expression Inn,Bushwick,Brooklyn,0.68,Private room,179,1,40.69939,-73.9158,3,5,43,0.68
28740462,Andrea,28526676,7/3/2019,Cozy Room,Borough Park,Brooklyn,3.74,Private room,63,1,40.64465,-73.99078,1,36,40,3.74
6393008,Labeat,28531920,4/28/2019,SPECTACULAR 2br high floor (Website hidden by Airbnb) view,Hell's Kitchen,Manhattan,0.42,Entire home/apt,188,1,40.76485,-73.98525,3,1,471,0.42
156505456,John,28532378,6/7/2019,Gem,East New York,Brooklyn,0.95,Private room,180,13,40.66676,-73.87421,3,9,40,0.95
2891643,Jacqueline,28534405,,New york Multi-unit building,Harlem,Manhattan,,Private room,0,1,40.82146,-73.94598,1,0,50,0
19303369,Hiroki,28536037,,EXCELLENT location  2min 7 line 61st Express train,Woodside,Queens,,Private room,1,37,40.74474,-73.90314,30,0,47,0
189336520,Martha,28536172,6/15/2019,NYC Townhouse & Private Roof Deck,Upper East Side,Manhattan,1.97,Entire home/apt,66,1,40.77141,-73.95658,4,16,1000,1.97
3690070,Jess,28536219,5/11/2019,Adorable Polly Pocket-Sized Prospect Heights Space,Prospect Heights,Brooklyn,0.83,Entire home/apt,0,1,40.67881,-73.96888,2,8,94,0.83
215378301,Meg,28537361,4/7/2019,La Casa Azul - Paradise in Brooklyn!!,Cypress Hills,Brooklyn,0.67,Entire home/apt,365,1,40.68269,-73.89223,1,6,750,0.67
156064588,Xiaowen,28538516,1/4/2019,纽约单一家庭住宅,Crown Heights,Brooklyn,1.11,Private room,0,1,40.67623,-73.91144,1,11,69,1.11
904138,Paul,28538946,4/7/2019,Spacious & Bright 1 Bedroom Refuge in the Big City,Astoria,Queens,0.32,Entire home/apt,0,1,40.76214,-73.92148,6,1,150,0.32
215387072,Mr. G,28539077,7/2/2019,Sun-drenched Executive Suite 1,Bedford-Stuyvesant,Brooklyn,1.28,Private room,354,3,40.68062,-73.91251,5,12,80,1.28
214347105,Roman,28539464,6/9/2019,"#2BED Luxury Midtown Full Kitchen, Comp Breakfast",Midtown,Manhattan,1.48,Entire home/apt,229,8,40.75306,-73.96662,3,13,399,1.48
